Max Stress,Compliance
0.80071,14.028
0.67177,18.641
0.75707,15.71
0.65754,8.5415
0.83416,23.856
0.55198,51.897
0.75229,11.178
0.7024,47.672
0.87057,29.119
0.68289,27.236
0.69877,9.0249
0.74938,9.8703
0.8024,46.686
0.75504,13.678
0.74442,39.982
0.65873,66.366
0.7963,49.386
0.55658,50.75
0.71315,67.701
0.7515,56.56
0.79737,44.309
0.65523,66.411
0.66975,6.077
0.6641,13.34
0.64221,67.431
0.74787,58.832
0.8665,30.165
0.77658,48.581
0.81555,27.276
0.82063,22.51
0.76662,10.288
0.74056,21.871
0.6348,6.0866
0.84496,30.762
0.73255,17.415
0.71574,67.643
0.7972,43.523
0.6141,62.789
0.74223,21.934
0.87832,27.342
0.61257,62.582
0.71653,69.218
0.7811,35.187
0.63392,65.429
0.74388,57.744
0.78636,42.709
0.71252,64.286
0.74012,58.655
0.73712,66.427
0.56097,43.523
0.851,23.261
0.85745,29.676
0.71946,63.453
0.65698,6.022
0.6854,8.8789
0.59582,32.836
0.92536,36.576
0.6284,6.0501
0.77004,47.389
0.76444,61.374
0.69802,6.2982
0.67985,25.617
0.73052,13.281
0.66778,67.616
0.78644,43.444
0.76633,11.042
0.65242,6.687
0.57743,38.415
0.78202,61.292
0.74718,63.988
0.63908,65.647
0.7248,9.4942
0.91952,36.382
0.75644,60.975
0.69875,6.5716
0.69239,63.092
0.7424,66.175
0.70114,10.311
0.6619,6.1585
0.68203,29.758
0.60181,61.305
0.73829,28.95
0.83405,21.636
0.74713,29.851
0.68175,6.594
0.67641,6.552
0.74675,64.318
0.75953,44.534
0.74879,11.69
0.72394,62.062
0.65682,6.0486
0.82876,26.143
0.57547,55.196
0.67177,18.05
0.85124,22.021
0.78287,36.977
0.64694,64.98
0.75576,56.309
0.66187,6.0859
0.71307,13.729
0.84949,23.05
0.72505,63.358
0.80708,24.368
0.71757,11.433
0.74896,44.545
0.73729,30.204
0.63047,63.347
0.69063,67.56
0.75365,61.221
0.7623,51.746
0.76261,55.858
0.6525,63.794
0.63537,6.0405
0.78091,20.402
0.62586,6.0046
0.60258,60.614
0.72948,33.721
0.66888,17.215
0.70237,10.831
0.89072,36.182
0.72373,14.194
0.6433,6.1388
0.67176,6.1948
0.67513,6.139
0.74255,23.874
0.71999,7.0759
0.68099,27.349
0.64845,64.735
0.76645,20.249
0.69512,6.7901
0.77215,42.158
0.7847,61.331
0.81619,18.772
0.66856,6.0825
0.69447,7.8801
0.67707,6.1555
0.69561,54.157
0.8526,28.799
0.54319,49.204
0.77055,51.064
0.80378,42.318
0.80157,45.246
0.73481,62.813
0.55362,50.248
0.67713,65.23
0.89422,31.42
0.65081,7.7777
0.62952,6.0391
0.79829,52.62
0.80257,15.346
0.52565,47.414
0.76687,51.138
0.79069,36.911
0.7092,55.446
0.89816,31.464
0.87973,29.03
0.84936,29.592
0.6903,66.023
0.82425,20.49
0.7054,6.7225
0.72198,11.108
0.75761,51.762
0.74875,59.235
0.74886,67.337
0.76059,10.202
0.56879,54.34
0.7193,39.987
0.82734,20.633
0.59737,33.173
0.88282,29.015
0.77445,44.516
0.70771,55.56
0.807,14.415
0.67932,6.2313
0.59822,59.512
0.78782,18.66
0.79207,56.268
0.70412,8.8118
0.7142,6.3352
0.59455,57.667
0.69998,63.306
0.74057,70.225
0.68842,63.514
0.62457,5.9885
0.57648,36.683
0.70358,69.155
0.91052,34.052
0.60658,62.987
0.63419,6.1356
0.66719,67.322
0.66459,65.473
0.77851,38.162
0.67326,23.416
0.73637,16.65
0.74127,59.363
0.64797,6.0311
0.82859,17.964
0.69871,64.963
0.72097,33.881
0.83365,29.032
0.75136,34.081
0.66823,14.46
0.66239,65.693
0.6612,66.568
0.87823,32.628
0.66658,69.469
0.68241,28
0.79305,20.846
0.70344,10.405
0.71636,8.7537
0.68996,61.023
0.72805,62.023
0.88169,33.193
0.74187,60.755
0.6801,30.313
0.79569,39.371
0.648,10.534
0.7854,42.121
0.73705,7.1978
0.68355,6.1944
0.95268,48.989
0.79194,40.496
0.71214,9.2801
0.67335,21.436
0.78591,40.471
0.91006,37.412
0.65362,6.5339
0.74887,8.1914
0.62988,5.9821
0.84986,22.081
0.74695,31.399
0.6918,8.1763
0.75801,46.147
0.6456,6.0418
0.68558,6.3029
0.71621,66.708
0.66068,65.514
0.65138,6.0543
0.61208,30.23
0.68349,64.761
0.71539,10.713
0.61844,61.405
0.69873,60.047
0.7788,44.274
0.63299,6.0368
0.7923,21.179
0.73981,63.074
0.82097,47.238
0.83951,19.642
0.76798,42.166
0.77909,11.47
0.57856,38.424
0.69501,67.394
0.60125,60.69
0.65418,13.001
0.79886,49.68
0.83223,17.804
0.69546,67.794
0.64709,6.255
0.724,11.322
0.59928,60.032
0.69608,6.2367
0.73793,35.183
0.69437,59.086
0.54785,53.527
0.70701,7.7844
0.68248,26.199
0.82118,17.846
0.8201,27.831
0.79038,41.485
0.65734,8.3161
0.66602,66.375
0.79222,48.931
0.69567,8.3412
0.58917,37.081
0.69404,65.619
0.7309,58.193
0.77754,53.514
0.87243,27.876
0.74374,10.762
0.56694,39.729
0.73092,11.926
0.81494,16.768
0.67543,66.475
0.70797,63.858
0.77051,58.743
0.62222,65.495
0.68648,8.1954
0.73122,33.861
0.59051,41.191
0.69971,64.811
0.77203,50.749
0.74619,20.436
0.57939,55.862
0.6003,60.709
0.58115,41.162
0.67537,6.1715
0.63666,66.496
0.6506,6.09
0.84502,34.011
0.65487,6.7587
0.8007,19.407
0.75355,59.665
0.76465,11.812
0.68355,65.091
0.80429,50.788
0.83083,19.794
0.75526,12.118
0.75326,13.054
0.56636,52.255
0.62803,6.0849
0.53978,48.733
0.56371,52.882
0.7741,51.823
0.69182,67.256
0.78575,21.851
0.70742,13.274
0.70115,63.53
0.77597,59.074
0.67694,24.821
0.63662,6.1888
0.7657,37.873
0.72287,8.2202
0.62339,30.814
0.73974,18.361
0.66762,15.435
0.77108,53.398
0.86266,29.06
0.7735,59.496
0.70614,9.7006
0.75675,49.084
0.64084,6.0647
0.72439,60.105
0.58339,53.904
0.66662,67.399
0.6806,6.1752
0.66817,64.223
0.87179,31.141
0.78025,43.131
0.66865,15.775
0.64028,6.0948
0.74064,60.184
0.65169,7.5618
0.67214,17.869
0.53684,48.612
0.65453,68.178
0.74832,28.369
0.7682,67.958
0.66006,10.064
0.72909,21.286
0.59134,58.418
0.62508,6.1085
0.70496,53.637
0.67568,24.831
0.72924,60.809
