25913,50371,48672,40531,34026,58706,56037,36047,52606,41311,12896,10109,54942,56825,5531.8,28305,13756,51849,52042,6544.5,54674,11167,51961,60460,33262,44177,14525,0,64215,36399,56089,9107.9,6300.3,7881.4,31891,54557,59731,35818,8238.5,10877,23386,16541,11565,52507,57452,31559,49989,52093,49919,46994,53703,50783,35340,10661,60358,19842,5589.4,50375,50516,44415,60243,17330,41274,30657,4377.8,11207,60921,45433,33147,12873,12891,46628,34873,52466,11019,50250,9115.3,53533,38774,10957,61783,9066,56986,13075,57628,7911.3,66586,47459,3969,10858,24481,67182,57688,3433.8,55136,48007,5854.6,54184,6239.7,5524.8,4613.9,45458,56713,19527,15332,18920
40834,30928,32768,40433,34311,35927,41042,37369,15462,25000,64089,71837,40326,16684,66034,38857,73012,27092,27652,69050,36348,61536,23539,16363,34579,25154,53214,64215,0,44470,20933,71397,65355,65528,42739,22420,18869,38649,66660,70926,43305,53889,69790,34196,21521,42928,40795,36355,24541,40494,19110,23930,39296,70422,21967,64534,64269,26410,31844,26375,16599,52279,40281,43201,67805,57991,21687,24093,41483,74274,71463,34927,35305,31096,70693,25603,71762,18575,37348,60700,41176,71634,42749,59568,38958,59014,16254,29419,66308,70985,41688,14947,24801,65233,15026,37381,66692,27771,61484,68069,65820,32908,20723,50797,55585,77357
28659,19184,17211,5451.9,15220,24469,20783,12748,38097,23357,35397,43101,19642,30883,36760,28959,44301,23453,41592,40403,19959,29584,42724,45928,20444,23556,25954,36399,44470,0,44286,44898,39243,34579,7502.7,45298,47121,7980.2,36847,43719,21257,21364,39483,19144,44011,7708,49117,17592,33809,11428,39506,23804,6846,39783,49930,39717,35961,22846,18932,20999,45017,20167,46765,9874,40109,27105,50929,24254,8388.7,45366,42858,15982,34943,50573,42930,22472,43006,38323,8963.4,33713,26600,43630,21572,26646,22584,28844,52302,38438,38957,40602,25121,50836,50758,38536,38975,13153,37228,22339,37277,41343,39103,44287,40117,17735,26346,47118
32462,33710,35350,41868,31551,45040,47616,33997,9579.8,23250,58978,64312,46457,23747,58384,29804,64086,28974,12554,61456,42530,53984,7178.1,6365.5,27816,21669,46251,56089,20933,44286,0,62595,57521,58427,41531,4280.6,4649.9,37225,59236,63510,38723,49156,61303,39382,7062.6,40568,22298,41372,16124,43395,7858.5,26860,38286,63266,6183,54586,57213,29337,35333,24547,6876.3,46589,27615,41930,59679,51507,7774.1,21155,39592,65836,64986,36194,24874,17787,63706,28611,63434,6802,37116,54891,50385,63601,49502,52470,46765,51990,16482,13585,58059,63534,33644,14098,9524.8,56683,14482,40838,59158,36005,53009,59626,57846,20164,11258,46079,51256,70066
32957,58679,56963,48915,42467,66832,64248,44413,59771,49181,16511,6215.8,63198,64894,10507,35322,10867,60004,58163,6546.2,62859,17808,58459,67090,41321,52084,22941,9107.9,71397,44898,62595,0,8407,13303,40260,60844,66145,44274,12312,6969.8,31331,24626,12281,60640,64105,39872,54574,60435,56982,55229,60750,59077,43870,10662,66440,21797,10962,58401,58541,52527,67027,26002,46062,38934,5457.2,19596,66932,53324,41389,7976.2,10892,54724,41207,57661,8208,58389,5496.7,60598,47173,16237,69987,3808.2,65242,20668,65838,16695,72774,53739,7038.2,10037,32210,73780,63508,7574.2,62352,56267,10173,62653,11155,4319.9,7214.9,51010,63646,27932,22230,15026
27522,53136,50906,43050,36385,61018,58540,39191,54206,43146,10771,10175,57374,58898,9809.4,30231,16304,54568,53999,8670.1,57155,15881,53586,61831,35647,46372,18612,6300.3,65355,39243,57521,8407,0,12863,34037,55856,60993,38309,12849,9051.9,24821,18346,15494,54903,58865,33840,51883,54935,52407,49669,55548,52933,37930,13176,61507,23476,5929.6,52721,52964,46777,61804,21146,42496,32464,6442.3,15950,61996,47572,35162,14301,12282,48786,36574,53419,8801.9,52392,11133,55255,41134,11775,64312,9349.5,59512,17858,60105,12241,67697,49609,4169.4,13317,26614,68402,58751,3841.2,56892,50459,10134,56420,6349.2,4809.6,2083.1,46778,58827,21892,15476,19552
29060,49334,47978,38990,34615,56768,54100,35324,54563,42536,14270,11173,53117,57161,4689.6,31030,13804,51245,53890,7459.9,52866,9081.3,54211,62572,34446,45103,14113,7881.4,65528,34579,58427,13303,12863,0,31191,57223,62121,35294,4213.6,13559,25247,16881,10055,51352,59466,30935,52444,50247,50676,45072,55322,50841,34684,7903.4,62971,19890,8945,50344,49573,44852,62062,16292,44431,30408,8521.1,8945.1,63628,46317,32860,13212,13173,45990,37678,55565,13295,50403,9990.9,55357,38235,12550,59515,11199,54993,10612,55681,8749.4,68355,49146,9900.2,8672,27195,69013,60639,10877,56383,46468,4121.7,53327,13249,11127,11198,48037,57814,19706,16964,17568
23051,21943,19160,9510,11262,28372,25604,12577,35430,20125,30590,39124,24268,31106,32746,23855,40738,25134,39445,36202,24252,26379,39745,43680,16913,21761,22117,31891,42739,7502.7,41531,40260,34037,31191,0,42053,44506,6796.7,33354,39333,14774,16471,36166,22583,41609,3435.3,46470,22271,32739,16779,37380,24012,5584.2,36460,47047,36665,31206,23596,21592,19988,43114,16732,42375,2775.2,35643,23744,47950,22700,3997.1,41699,38645,17557,30356,46635,38284,22880,38964,36060,8970.1,28878,31393,39348,26653,23953,27186,24662,50290,36021,34179,37260,19634,49139,47247,33664,36911,17314,33278,24383,31944,36566,34134,40385,38945,12910,20991,43830
30747,35892,37357,43098,31645,47227,49826,34709,9994.6,23528,57534,62771,48685,26304,56983,28083,62645,31427,13615,59950,44965,53032,5638.1,9446.5,27549,22846,45180,54557,22420,45298,4280.6,60844,55856,57223,42053,0,7047.4,38117,57906,61693,37783,48437,60031,41703,9927.6,41060,21331,43535,17671,45160,9207.1,29080,39128,61952,6530.9,53148,55778,31538,37528,25841,10089,45946,24376,42215,58083,50524,7247.7,22461,40252,64331,63250,38122,22536,14061,61973,30867,61895,9478.5,38283,53255,52679,61996,51844,51603,49055,50823,17435,13546,56447,62193,32478,16597,6533.5,55024,14955,42703,57769,38054,51274,57937,56207,16998,14273,45566,49963,68606
35978,35538,37202,44235,34510,45850,48929,37085,11110,25780,62173,67816,47839,23986,62005,33518,67754,30645,14735,65076,43900,57757,11007,3282.7,31328,24227,49957,59731,18869,47121,4649.9,66145,60993,62121,44506,7047.4,0,39975,62879,66876,42007,52539,65077,40694,8735.3,43614,25164,43083,18892,45604,10707,28513,41092,66880,4776.9,58408,60722,30579,36842,27004,5882.5,50152,30906,44857,63294,55199,5996.4,23533,42486,69416,68374,38097,28622,19797,67011,29943,67044,9267.8,39592,58342,51188,67143,50850,56165,47833,55652,13626,17572,61611,67155,37310,10396,10122,60258,15657,42865,62794,37165,56607,63191,61377,23417,12796,49383,54445,73590
23242,16384,14094,7130.5,8569.4,25104,22770,8198.9,31228,16384,36025,43573,21319,25687,36886,23279,44391,19364,35054,40557,20230,29966,35759,38908,13744,16419,24836,35818,38649,7980.2,37225,44274,38309,35294,6796.7,38117,39975,0,37325,43851,17581,21603,39778,18109,37209,5382.7,42967,18146,27754,13513,32839,18698,1922.7,40983,42802,38661,35741,18092,16335,14295,38230,19992,41100,8819.1,39738,27412,43780,17247,4617.7,45744,43683,12631,29000,44015,43193,17260,43171,31382,3440.9,33590,28886,43683,24117,27195,24018,28587,46252,31997,38341,41546,19812,44426,43660,37634,33230,13334,37447,20142,35638,40644,38345,38165,33922,17305,26324,48390
30122,51301,49863,41224,36359,58775,56204,37395,55530,44017,15153,10744,55208,58601,3756.5,32148,14280,53081,54710,6783.7,54996,12191,54987,63417,35852,46562,16040,8238.5,66660,36847,59236,12312,12849,4213.6,33354,57906,62879,37325,0,13308,27041,19264,11400,53233,60348,33076,52981,52361,52068,47303,56315,52451,36708,8929.6,63616,21285,9215.2,51981,51442,46449,62979,18562,44821,32568,7968.5,11144,64217,47735,34847,13061,13314,47957,38502,55968,13131,52010,9437.7,56388,40276,14280,61669,10495,57087,12928,57753,10805,69213,50210,9463.2,9654.2,28446,69810,61144,10756,57483,48630,3378.3,55143,13641,10415,11107,48680,59021,21960,19059,17941
33426,58115,56485,47779,42068,65500,62869,44195,60149,49044,13027,4224.8,61806,64575,11819,35969,12715,59672,59627,7521.2,61725,18511,59203,67648,41834,52393,23079,10877,70926,43719,63510,6969.8,9051.9,13559,39333,61693,66876,43851,13308,0,30426,23443,13972,59732,64797,39291,56978,59393,57398,54235,61203,58617,43243,8932.9,67240,22971,11098,58190,58137,52616,67486,26023,46597,37776,7782.4,19853,67696,53591,40754,9277.9,4704.6,54411,41823,58316,2502.4,58244,7944.3,61309,46793,12673,68524,5421.4,63834,21344,64425,17262,72794,54938,9419.8,8869.8,32823,74161,64435,10120,62136,55416,11248,61759,12145,7678.5,8459.4,51490,64133,27578,19695,12110
10846,31250,29468,23231,13002,39866,38625,18328,33396,19908,23824,31220,37188,35940,25786,13088,33213,32423,37174,28559,36228,21234,35215,42109,14947,24012,14206,23386,43305,21257,38723,31331,24821,25247,14774,37783,42007,17581,27041,30426,0,12804,29701,33894,39877,15165,40720,33811,32237,30135,35457,30125,17126,29807,43515,28476,23615,30850,31720,24152,41908,13441,31514,13530,27199,18300,44071,25158,15890,33974,30862,28223,20513,38618,30108,30139,31335,35007,20295,19481,43970,31181,39988,20232,39559,17985,48204,32357,25712,30376,8752.2,48452,41803,24593,35519,30016,26396,33940,21032,27675,25136,31989,38814,11616,13989,37135
21067,36959,34597,25315,21675,43809,41056,23750,44311,30317,15648,23332,39881,44773,18001,23318,26239,39295,46080,20818,39970,13479,45909,52549,23510,33107,12108,16541,53889,21364,49156,24626,18346,16881,16471,48437,52539,21603,19264,23443,12804,0,22108,38083,49881,16789,48301,37695,41547,32097,45891,38032,20866,21411,54085,26239,15707,37675,36704,32570,52176,8372.6,41130,15038,20060,11129,54806,34280,18343,26418,23337,32752,30953,49254,22647,37291,23696,45259,24379,14395,46755,23740,41986,12067,42675,10175,58880,41661,18698,22133,18050,58872,52589,18264,46324,33129,18401,39972,17326,20911,18337,42076,48326,5349.7,6740.5,29069
